mid,dcateCd,scateCd,mcateCd,lcateCd,userOrderCnt,userFirstLastOrderPeriod,orderMeanPeriod,userRecentlyOrderPeriod,alpha,beta,lambda,prob,rcp,score
1019575,240040102,240040100,240040000,240000000,2,60,60.0,60,0.9964562311779472,1.7279730858042395,0.12448980625897056,0.11705273814375627,0.4768796724644014,0.055820071427055834
10195760,242020102,242020100,242020000,242000000,2,3,3.0,3,0.7229826987143427,0.5901937991982658,0.9901172094741518,0.6284668587342441,0.44290026963329304,0.27834814118898543
10195760,240010101,240010100,240010000,240000000,2,14,14.0,14,0.7594431454938992,0.6747256820522415,0.3907531296466504,0.3234528451399099,0.3735712840113202,0.12083269467603086
10195760,237020302,237020300,237020000,237000000,2,3,3.0,3,0.7134892352629355,0.5794055584097452,0.9912959659622503,0.6289045478199505,0.20400501548901018,0.12829968201911796
10195760,242020110,242020100,242020000,242000000,2,6,6.0,6,0.6896338374425401,0.47825570244417864,0.730379792725287,0.5182740006870017,0.25154809180857507,0.1303708359068114
10195776,240010503,240010500,240010000,240000000,2,59,59.0,59,0.664264865552631,0.7433359058210238,0.10357487451979838,0.09839148728993896,0.2530084114782469,0.024893873902209575
10195787,235060110,235060100,235060000,235000000,2,33,33.0,33,0.7315531610631524,0.32017853354744447,0.20206071524199848,0.18295468066803444,0.10002920560747663,0.018300811369393048
10195787,240010101,240010100,240010000,240000000,10,34,8.5,2,0.7594431454938992,0.6747256820522415,0.29611736356905916,0.25629986040465347,0.3735712840113202,0.09574626794328853
10195792,231050201,231050200,231050000,231000000,2,1,1.0,1,0.8207074934473573,0.3671627883534606,2.1693696882304114,0.8857503929076551,0.07825170806461912,0.06931148116393152
10195792,243030114,243030100,243030000,243000000,2,87,87.0,87,0.7098280783445775,0.5202009326182219,0.07688314662498238,0.07400194671759064,0.4542332016667028,0.03361414118709994
10195792,243020602,243020600,243020000,243000000,2,1,1.0,1,0.715411109723045,0.4887882726032331,1.5849484076563094,0.795041632873455,0.22290083044070477,0.17721544020242705
10195792,243030103,243030100,243030000,243000000,2,40,40.0,40,0.7308985328210879,0.5474922006577511,0.16235210388239266,0.14985818639818327,0.3922096172517758,0.05877582192927673
10195796,243030114,243030100,243030000,243000000,2,49,49.0,49,0.7098280783445775,0.5202009326182219,0.13238241544062795,0.12399406717782657,0.4542332016667028,0.05632222212186039
10195796,240020204,240020200,240020000,240000000,2,47,47.0,47,0.7295061595777838,0.753009063127985,0.1359555870705417,0.12711860115215834,0.2210798528728706,0.028103361640124284
10195803,240010401,240010400,240010000,240000000,2,29,29.0,29,0.7379483665504614,0.7677516097078596,0.20845941997110803,0.1881660217195923,0.3227670083295587,0.060733783899707565
10195803,240010403,240010400,240010000,240000000,2,22,22.0,22,0.7890753185457517,0.8084050773169108,0.2720117128072287,0.23815466230999982,0.38830327756965405,0.09247623594346709
10195803,237060704,237060700,237060000,237000000,2,51,51.0,51,0.5668764432973666,0.46203074344136863,0.1100437257296485,0.10420503484830379,0.13480741797432239,0.014047611687824119
10195803,242020102,242020100,242020000,242000000,9,22,5.5,1,0.7229826987143427,0.5901937991982658,0.4002372881110599,0.3298389940719805,0.44290026963329304,0.1460857794100543
10195803,244030505,244030500,244030000,244000000,3,43,21.5,29,0.7731380260323045,0.43501283826626974,0.1377992267753948,0.12872639740279024,0.17228294212547435,0.022177362473765724
10195803,242020111,242020100,242020000,242000000,6,56,18.666666666666668,13,0.7683927039126395,0.5609329671009335,0.15967963271632268,0.1475831683081722,0.3073548837325225,0.04536040753623557
10195803,243030114,243030100,243030000,243000000,5,67,33.5,43,0.7098280783445775,0.5202009326182219,0.11120749812489618,0.10524692991859619,0.4542332016667028,0.04780664994251504
10195803,237030102,237030100,237030000,237000000,2,1,1.0,1,0.6589226613259874,0.5506409144328468,1.3621335158914059,0.7438862291621622,0.13740937985324725,0.10221694543054327
10195803,243020602,243020600,243020000,243000000,3,47,47.0,47,0.715411109723045,0.4887882726032331,0.158818657197851,0.14684894225457923,0.22290083044070477,0.03273275117788481
10195803,242020103,242020100,242020000,242000000,2,8,8.0,8,0.7545472288650188,0.59123277951505,0.59988902602943,0.45112745672012755,0.3100746672438048,0.1398831960270375
10195803,242020108,242020100,242020000,242000000,6,77,19.25,27,0.7255599435298454,0.5521446806791546,0.11496827828741886,0.10860557998406617,0.3034014333083752,0.03295108863245306
10195803,237030401,237030400,237030000,237000000,2,34,34.0,34,0.6159112571128821,0.554381036178326,0.16661213377251086,0.15347211275240558,0.2794947970944611,0.04289465701339185
10195803,244030102,244030100,244030000,244000000,2,2,2.0,2,0.6966669513876176,0.4765427560024966,1.2887794842660285,0.7243930394751921,0.27043761998860766,0.19590312953198447
10195803,242010104,242010100,242010000,242000000,3,3,3.0,3,0.7515055688403374,0.6573577219151745,1.0866979644878079,0.6626714725141634,0.4525530948246239,0.29989402573827534
10195803,237050401,237050400,237050000,237000000,2,35,35.0,35,0.6962992680790834,0.6402657953161411,0.1741076731895977,0.15979357491792567,0.17042903508252194,0.027233464785648753
10195803,235040103,235040100,235040000,235000000,3,30,15.0,14,0.7490358531126856,0.5036050634468403,0.23203930582679252,0.20708504348377255,0.3385192692212879,0.0701022775867853
10195803,244030804,244030800,244030000,244000000,5,81,40.5,60,0.6711427706710763,0.33031775497773835,0.07928888098799151,0.07622697456834904,0.3007747289365251,0.022927147613446577
10195803,243030101,243030100,243030000,243000000,5,23,23.0,23,0.766407022437458,0.5576585029355968,0.3852586824509721,0.31972536166898924,0.18860786755686235,0.06030271866823463
10195803,237060403,237060400,237060000,237000000,3,45,45.0,45,0.6519690555991308,0.7318209936973314,0.15090520469382201,0.14007078795145134,0.2914679323240067,0.040826142943203914
10195803,237040103,237040100,237040000,237000000,3,30,15.0,29,0.7491664579645008,0.7018925808091789,0.13104020948253772,0.12281749737260317,0.35157353747277775,0.04317938201483968
10195803,243010111,243010100,243010000,243000000,3,2,1.0,1,0.6787651299465965,0.3818735827387551,1.658712823952278,0.8096161199767108,0.35422905767358104,0.2867895552566912
10195803,237050102,237050100,237050000,237000000,2,69,69.0,69,0.6953827865018946,0.4848734287089104,0.0948651641129549,0.09050444115859746,0.17836304643126105,0.01614264784060625
10195803,240030501,240030500,240030000,240000000,2,2,2.0,2,0.80171065705221,0.8250079642218467,0.9790250828494915,0.6243228255038369,0.3289149211974668,0.20534909295237433
10195803,240030103,240030100,240030000,240000000,2,87,87.0,87,0.8544066526665152,0.6508323214190802,0.08716918295160268,0.08347797738532814,0.4838781328127218,0.040393167828195194
10195803,243030107,243030100,243030000,243000000,2,65,65.0,65,0.7448740439257947,0.5218209573622192,0.10508127721158178,0.09974865030676427,0.537584996459274,0.053623377821979235
10195803,233120309,233120300,233120000,233000000,2,3,3.0,3,0.6306519850224362,0.5143130025475462,0.9718754923646558,0.6216272629498283,0.23301035962287586,0.1448455920913235
10195803,242010103,242010100,242010000,242000000,5,94,23.5,37,0.7021561491458297,0.5326806854541858,0.07949323526184347,0.0764157322467891,0.4113286602719511,0.03143198076877189
10195803,239021005,239021000,239020000,239000000,2,52,52.0,52,0.7233837935182196,0.39997646577395823,0.1288997771810764,0.12093793679120501,0.23432174673175332,0.028338388595049533
10195803,239010704,239010700,239010000,239000000,2,38,38.0,38,0.7813260542148922,0.4754512365173813,0.18073107107781186,0.16534020732551935,0.22213431179409843,0.036727733166147795
10195803,243030401,243030400,243030000,243000000,8,93,13.285714285714286,11,0.7166056772665496,0.573099298225019,0.12813387964480225,0.12026440742844591,0.3701170771273,0.04451191095986315
10195803,244030902,244030900,244030000,244000000,2,47,47.0,47,0.7083991588518391,0.5818962984498136,0.1362511849116283,0.12737658487758774,0.2100437734808534,0.026754658540792738
10195803,240030605,240030600,240030000,240000000,6,23,11.5,4,0.7999563268783915,0.87754874166346,0.26277634096521274,0.23108614738912514,0.3289900125669687,0.07602503453360065
10195803,242020104,242020100,242020000,242000000,24,96,6.0,5,0.7771576436767346,0.5407177867779358,0.28923806471730623,0.25116608675289087,0.6047625551176493,0.15189584438357945
10195803,243030103,243030100,243030000,243000000,3,52,26.0,18,0.7308985328210879,0.5474922006577511,0.11298918871593061,0.10683968372628361,0.3922096172517758,0.04190355146158647
10195803,244030502,244030500,244030000,244000000,2,13,13.0,13,0.7656868767974839,0.47845012041430923,0.4501645503367829,0.36247676167332255,0.20483523274891663,0.07424801184342861
10195803,240030601,240030600,240030000,240000000,3,34,17.0,14,0.761468855569276,0.6768397110687885,0.18620199181503239,0.16989409655176235,0.39711388375960255,0.06746730450949924
10195803,243010501,243010500,243010000,243000000,3,76,38.0,52,0.7348774277968648,0.5055830896855578,0.07573192807025785,0.07293530672694071,0.2660883394169074,0.01940723465183445
10195804,235060109,235060100,235060000,235000000,2,26,26.0,26,0.6751884854471849,0.374188627743927,0.235027223060534,0.20945067183641886,0.09163426925845933,0.01919285925942361
10195804,235040105,235040100,235040000,235000000,2,9,9.0,9,0.7585136243821663,0.4719919284021206,0.5940855768217115,0.44793284186739357,0.29250793587613066,0.13102391098576052
10195810,243020204,243020200,243020000,243000000,2,60,60.0,60,0.7171366973674111,0.3986750319130677,0.11179926424797414,0.10577625783937761,0.24008106035710375,0.025394876142684184
10195810,239020101,239020100,239020000,239000000,4,5,5.0,5,0.8751645223079155,0.4064152072914827,1.290793168707894,0.7249474665157711,0.13375202089292376,0.09696318868768956
10195810,237010101,237010100,237010000,237000000,2,32,32.0,32,0.6439416556379112,0.4390145529297358,0.18554365717328822,0.16934742915390733,0.2177201887043036,0.03687035423197739
10195813,240030103,240030100,240030000,240000000,2,2,2.0,2,0.8544066526665152,0.6508323214190802,1.2173670052263033,0.7039914693252711,0.4838781328127218,0.3406460776931967
10195821,244030205,244030200,244030000,244000000,2,16,16.0,16,0.7671548249515495,0.4181107163212664,0.38939987235608503,0.3225366830084567,0.12631067159592327,0.04073982504511958
10195822,241010102,241010100,241010000,241000000,4,47,23.5,25,0.8926861524506365,1.241081891186021,0.17463327416076604,0.16023507219506794,0.5468431439328553,0.087623450647459
10195822,241010103,241010100,241010000,241000000,3,53,53.0,53,0.8975611816286102,1.4675409584961379,0.1467128089999309,0.1364580567178746,0.415359768154443,0.05667918680114222
10195836,243030107,243030100,243030000,243000000,4,33,33.0,33,0.7448740439257947,0.5218209573622192,0.2513895720424834,0.22228066517427658,0.537584996459274,0.11949475060067856
10195857,240010601,240010600,240010000,240000000,2,1,1.0,1,0.8257006447381096,0.35537809724608826,2.2307031719035315,0.8925471542575821,0.1755245384961729,0.15666392733713452
10195874,240030601,240030600,240030000,240000000,3,63,31.5,62,0.761468855569276,0.6768397110687885,0.06470731163086316,0.062658227733417,0.39711388375960255,0.024882452164710866
10195926,235030110,235030100,235030000,235000000,3,4,2.0,1,0.8887718808808273,0.4547139342698758,1.0041822537912957,0.6336559111616438,0.28146320780171913,0.17835082539807742
10195926,240020109,240020100,240020000,240000000,2,18,18.0,18,0.6813543297056689,0.5810050953878696,0.3067689022610177,0.2641793722565441,0.17438388519987522,0.046068625323760284
10195926,240030102,240030100,240030000,240000000,4,14,14.0,14,0.7434564822235384,0.661819892391808,0.4939797232000566,0.38980684427021384,0.33161836922291854,0.1292671100088205
10195926,240030501,240030500,240030000,240000000,2,11,11.0,11,0.80171065705221,0.8250079642218467,0.45376746956971137,0.3647695735219214,0.3289149211974668,0.11997815553019635
10195926,240030103,240030100,240030000,240000000,22,65,21.666666666666668,30,0.8544066526665152,0.6508323214190802,0.3245191089027131,0.2771251058281393,0.4838781328127218,0.13409477876364798
10195926,235050109,235050100,235050000,235000000,2,44,44.0,44,0.8032299431457812,0.5079071720578983,0.16028921181857578,0.14810262545398478,0.3868568692993802,0.05729451801814725
10195926,240030403,240030400,240030000,240000000,5,48,24.0,47,0.6999380706558523,0.695516805279944,0.10012850114827798,0.09527884714099855,0.2513564917592728,0.023948956756229416
10195926,240030301,240030300,240030000,240000000,8,9,4.5,1,0.7531250187837378,0.7626456891177389,0.6219679359703429,0.4631131616290167,0.33550209182208424,0.1553754344768741
1019594,241010201,241010200,241010000,241000000,2,21,21.0,21,0.809288619027748,0.9314025515418026,0.27852729156738215,0.243102389454116,0.42466711803204693,0.10323759111618372
10195941,244030804,244030800,244030000,244000000,2,71,71.0,71,0.6711427706710763,0.33031775497773835,0.09136265418265602,0.08731333876053071,0.3007747289365251,0.02626164579824162
10195941,243030401,243030400,243030000,243000000,3,71,71.0,71,0.7166056772665496,0.573099298225019,0.10686653236547976,0.10135439491021592,0.3701170771273,0.03751299239817521
10195941,237060101,237060100,237060000,237000000,6,71,23.666666666666668,34,0.6741540904867935,0.8290312971151381,0.10997323482340769,0.10414188722376383,0.3131399548410502,0.03261098586231115
10195957,243030114,243030100,243030000,243000000,3,7,7.0,7,0.7098280783445775,0.5202009326182219,0.7488480519186077,0.527088991982943,0.4542332016667028,0.23942132039168723
10195957,244030506,244030500,244030000,244000000,3,5,2.5,3,0.8844276167061209,0.4489462874793831,1.005290527590525,0.6340616958150217,0.12374141750937767,0.07845969302855063
10195960,240010403,240010400,240010000,240000000,3,44,22.0,39,0.7890753185457517,0.8084050773169108,0.10188436373371172,0.0968660193276466,0.38830327756965405,0.03761339279005063
10195960,231060301,231060300,231060000,231000000,4,35,11.666666666666666,2,0.7532359888222594,0.44039686494716906,0.1614991279904006,0.1491327265705198,0.16515511440404806,0.024630032518141814
10195960,243010111,243010100,243010000,243000000,2,35,35.0,35,0.6787651299465965,0.3818735827387551,0.17920885744218337,0.16406870930770856,0.35422905767358104,0.0581179042917903
10195960,235050109,235050100,235050000,235000000,2,9,9.0,9,0.8032299431457812,0.5079071720578983,0.6071204289742494,0.45508225862876295,0.3868568692993802,0.17605169784681407
10195960,234010104,234010100,234010000,234000000,2,17,17.0,17,0.6645004760398249,0.5602243384232497,0.31792562484440995,0.2723430940023316,0.1883150979338641,0.05128631641866063
10195960,240020101,240020100,240020000,240000000,2,31,31.0,31,0.6778471805283172,0.7042404913728091,0.18772584721028912,0.1711580945916522,0.24951020806184232,0.04270569179303163
10195960,240030605,240030600,240030000,240000000,2,92,92.0,92,0.7999563268783915,0.87754874166346,0.07743503444442539,0.07451285276964392,0.3289900125669687,0.02451398436908584
10195960,238070201,238070200,238070000,238000000,4,1,1.0,1,1.193533607371339,0.4965095391146847,2.7604850683753335,0.9367389250308111,0.05698005698005698,0.053375437323692945
10195960,243010501,243010500,243010000,243000000,2,19,19.0,19,0.7348774277968648,0.5055830896855578,0.31696686282757514,0.271645109652599,0.2660883394169074,0.0722815961381838
10195960,240030301,240030300,240030000,240000000,2,10,10.0,10,0.7531250187837378,0.7626456891177389,0.4740923645182051,0.3775502423594893,0.33550209182208424,0.12666889607954354
10195985,237040103,237040100,237040000,237000000,2,44,44.0,44,0.7491664579645008,0.7018925808091789,0.14810231363140058,0.13765711900331246,0.35157353747277775,0.0483966002863057
1019599,240030303,240030300,240030000,240000000,3,4,4.0,4,0.7001424735192864,0.6335298463783823,0.9367243594554863,0.6080905102926817,0.27509762957604034,0.1672842579492015
1019600,4104432,3100793,2100141,1100022,2,38,38.0,38,0.627251608875554,0.568548134956985,0.15223406585755894,0.14121275555865642,0.12115384615384615,0.017108468461914144
1019601,240040201,240040200,240040000,240000000,3,20,10.0,6,0.8661501095309677,1.2484466631933424,0.24668661438099504,0.21861446984671684,0.35259553355137263,0.07708248563765359
10196024,237050403,237050400,237050000,237000000,2,68,68.0,68,0.6988755978480413,0.6213184712447133,0.09526195720040508,0.0908652511212289,0.25780136299675344,0.023425185588095088
10196024,237040103,237040100,237040000,237000000,4,50,16.666666666666668,30,0.7491664579645008,0.7018925808091789,0.11331422980867559,0.10712995035463502,0.35157353747277775,0.03766405561546209
10196057,233120305,233120300,233120000,233000000,3,50,50.0,50,0.7121824800461352,0.5832373522756664,0.14764948957538662,0.13726654097737578,0.2523756944204824,0.03464273859986282
10196057,233120310,233120300,233120000,233000000,2,13,13.0,13,0.696010255050905,0.46016140012681656,0.4236493924720493,0.3453466319242354,0.2849215261541986,0.09839668942006544
10196057,237040103,237040100,237040000,237000000,2,13,13.0,13,0.7491664579645008,0.7018925808091789,0.40440266216359566,0.3326246596398704,0.35157353747277775,0.11694202824026793
10196057,240030503,240030500,240030000,240000000,3,43,21.5,15,0.9173334204939039,0.6883504101524615,0.1549091352821847,0.14350700105739278,0.2444179025248001,0.03507568019607221
10196079,240020101,240020100,240020000,240000000,2,57,57.0,57,0.6778471805283172,0.7042404913728091,0.10891271986357715,0.103191312332925,0.24951020806184232,0.02574728581036267
10196083,237060503,237060500,237060000,237000000,2,9,9.0,9,0.7248853224428377,0.8140259019211395,0.48129745485092,0.3820189311057979,0.220166671181054,0.08410783638970792
10196083,240010101,240010100,240010000,240000000,3,74,37.0,3,0.7594431454938992,0.6747256820522415,0.056678894903555724,0.055102567960688464,0.3735712840113202,0.020584737065395424
10196083,237050502,237050500,237050000,237000000,2,76,76.0,76,0.6507956664719033,0.3741716747052339,0.08338382381960485,0.08000203768785286,0.1296591390085402,0.010372995325535785
10196083,240030102,240030100,240030000,240000000,4,65,32.5,56,0.7434564822235384,0.661819892391808,0.07891605251671927,0.0758825014727762,0.33161836922291854,0.025164031390957756
10196083,240030501,240030500,240030000,240000000,3,51,25.5,33,0.80171065705221,0.8250079642218467,0.11998562048374461,0.1130668097043106,0.3289149211974668,0.03718936080394229
10196083,240030103,240030100,240030000,240000000,8,82,11.714285714285714,15,0.8544066526665152,0.6508323214190802,0.15012626105519636,0.13940069061190985,0.4838781328127218,0.06745294588609485
10196083,234010104,234010100,234010000,234000000,4,35,11.666666666666666,12,0.6645004760398249,0.5602243384232497,0.21853722166239484,0.19630643592260133,0.1883150979338641,0.03696746570581249
10196083,243030405,243030400,243030000,243000000,2,30,30.0,30,0.7373271862593195,0.5494336403761947,0.21158431709054212,0.19069895973325401,0.28301846492305394,0.05397132684612883
10196083,240030301,240030300,240030000,240000000,3,48,24.0,15,0.7531250187837378,0.7626456891177389,0.11595243568151092,0.10948242084809412,0.33550209182208424,0.036731581212281345
10196126,233110502,233110500,233110000,233000000,2,21,21.0,21,0.6151523946512635,0.4202412127252637,0.26339273294930404,0.23155995368412874,0.15222946774762072,0.03525024850099862
10196126,240020201,240020200,240020000,240000000,3,78,39.0,20,0.6705833828655723,0.623053961835035,0.06392485550586532,0.061924511909704605,0.23949347644871544,0.014830516634645038
10196127,240030102,240030100,240030000,240000000,2,48,48.0,48,0.7434564822235384,0.661819892391808,0.136876694594812,0.12792224859675816,0.33161836922291854,0.04242136746698572
10196127,237060403,237060400,237060000,237000000,5,94,23.5,6,0.6519690555991308,0.7318209936973314,0.07130619977787846,0.06882327763519247,0.2914679323240067,0.0200597784280906
10196127,237020302,237020300,237020000,237000000,2,37,37.0,37,0.7134892352629355,0.5794055584097452,0.1703637005777935,0.15664196899244676,0.20400501548901018,0.031955747310533154
10196127,241010108,241010100,241010000,241000000,2,39,39.0,39,0.794288341833313,1.0725558423685928,0.16255345592094134,0.1500293469530659,0.3912656826246545,0.05870133484932246
10196127,237020102,237020100,237020000,237000000,2,18,18.0,18,0.6885449385107468,0.47717178823784057,0.31957590673893355,0.2735429427031224,0.10549664006719865,0.02885786136927365
10196127,235050109,235050100,235050000,235000000,3,41,20.5,31,0.8032299431457812,0.5079071720578983,0.13153174493210218,0.12324855771898269,0.3868568692993802,0.0476795511848296
10196127,242030101,242030100,242030000,242000000,2,33,33.0,33,0.6503391617367893,0.46285495286662487,0.18080510220440787,0.16540199584313042,0.11398294132850866,0.018853005987805767
10196127,242020104,242020100,242020000,242000000,4,77,25.666666666666668,59,0.7771576436767346,0.5407177867779358,0.06402166994877113,0.062015326769321644,0.6047625551176493,0.037504547473470914
10196141,240010403,240010400,240010000,240000000,5,29,7.25,9,0.7890753185457517,0.8084050773169108,0.275782189906004,0.2410217741221652,0.38830327756965405,0.09358954485728957
10196141,234020301,234020300,234020000,234000000,2,80,80.0,80,0.749536896157569,0.4951437167927552,0.08682287099707757,0.0831605198858203,0.2898449215206058,0.02410365435991836
10196141,243030401,243030400,243030000,243000000,2,3,3.0,3,0.7166056772665496,0.573099298225019,1.0006481532973057,0.6323589238444836,0.3701170771273,0.23404683658868516
10196167,237060602,237060600,237060000,237000000,2,75,75.0,75,0.5871596028912631,0.5406947979451531,0.07755445579465825,0.07462336909525358,0.12717096788522186,0.009489926074699551
10196167,244030804,244030800,244030000,244000000,4,81,27.0,19,0.6711427706710763,0.33031775497773835,0.08758236417855476,0.08385658885619829,0.3007747289365251,0.025221942782764673
10196167,237060403,237060400,237060000,237000000,3,77,38.5,42,0.6519690555991308,0.7318209936973314,0.08486928026285182,0.08136764006620822,0.2914679323240067,0.023716057808181715
10196167,237040502,237040500,237040000,237000000,2,66,66.0,66,0.6733857396077778,0.5699564342657528,0.09592412387896365,0.09146705059048932,0.1540663211733225,0.014091991993050865
10196167,231040406,231040400,231040000,231000000,2,1,1.0,1,0.7643096872852728,0.5068857120144843,1.616060823334513,0.801320205552538,0.26830307892889377,0.21499667835768
10196167,237040402,237040400,237040000,237000000,2,6,6.0,6,0.6911502342141821,0.3123185639422353,0.8353114539016411,0.5662606294255796,0.15130687318489836,0.0856791252460969
10196167,241020104,241020100,241020000,241000000,2,49,49.0,49,0.6928277498472041,1.031348598859254,0.12184031405391602,0.11471027445665782,0.3942974150249516,0.045229964695062914
10196171,240010403,240010400,240010000,240000000,3,3,1.5,2,0.7890753185457517,0.8084050773169108,0.8824590907927494,0.5862358240623119,0.38830327756965405,0.22763729191214277
10196171,240040201,240040200,240040000,240000000,3,1,1.0,1,0.8661501095309677,1.2484466631933424,0.9305814678806503,0.6056756432508268,0.35259553355137263,0.2135585265910961
10196171,241030603,241030600,241030000,241000000,7,47,9.4,1,0.711128301972093,0.6116808428578026,0.17593401045732626,0.16132667481975627,0.22083030343095128,0.03562581855195318
10196171,231040404,231040400,231040000,231000000,2,57,57.0,57,0.7874691975652027,1.4332630166503135,0.11206871524204927,0.10601717485650586,0.3757219050563721,0.039832974905780895
10196171,240020401,240020400,240020000,240000000,4,15,7.5,11,0.6456582799679034,0.4299691906891954,0.340650996654632,0.288692886546161,0.216242621055963,0.062427706466953614
10196171,241010301,241010300,241010000,241000000,4,21,7.0,7,0.8233567564304365,0.9991284367565142,0.34877232624972804,0.29444625194712826,0.4067509588289235,0.1197662953030772
10196173,241020104,241020100,241020000,241000000,2,11,11.0,11,0.6928277498472041,1.031348598859254,0.37596074175388544,0.31337071162521946,0.3942974150249516,0.12356126153835358
1019622,241030204,241030200,241030000,241000000,2,1,1.0,1,0.6462419064655521,0.7387324734786371,1.0571315438734412,0.6525489696881849,0.2985683157993236,0.1948304468563852
1019622,240030601,240030600,240030000,240000000,4,14,4.666666666666667,3,0.761468855569276,0.6768397110687885,0.4227353840073612,0.3447479996685785,0.39711388375960255,0.13690421706674338
10196247,240030401,240030400,240030000,240000000,2,49,49.0,49,0.7226273354513035,1.2289366354840021,0.12253607796875222,0.11532601287274147,0.3523199756263665,0.0406316580444103
1019625,233020136,233020100,233020000,233000000,2,1,1.0,1,1.079646354317868,0.3865714245352068,2.5789326910655928,0.9241450785313902,0.1419641606078062,0.13119548035354395
10196284,234030501,234030500,234030000,234000000,2,45,45.0,45,0.646352759277587,0.4479633585325841,0.13554312947559505,0.1267585003316618,0.19051719692672614,0.024149674169823693
10196284,240020303,240020300,240020000,240000000,3,95,47.5,50,0.5483201031733724,0.3442741804985582,0.06677322637682719,0.06459269701042125,0.18425369054127938,0.011901442806184779
10196292,244030804,244030800,244030000,244000000,2,64,64.0,64,0.6711427706710763,0.33031775497773835,0.10100700838998067,0.09607330220714738,0.3007747289365251,0.028896421429391615
10196292,241030204,241030200,241030000,241000000,2,22,22.0,22,0.6462419064655521,0.7387324734786371,0.24009652856079217,0.2134480673240663,0.2985683157993236,0.0637288299715671
10196292,242010103,242010100,242010000,242000000,3,74,37.0,46,0.7021561491458297,0.5326806854541858,0.08268249423992723,0.07935658959417613,0.4113286602719511,0.032641639681523525
10196292,242020104,242020100,242020000,242000000,3,10,5.0,1,0.7771576436767346,0.5407177867779358,0.3874268538395509,0.32119871585681425,0.6047625551176493,0.19424895610207482
10196292,241020104,241020100,241020000,241000000,3,31,15.5,24,0.6928277498472041,1.031348598859254,0.14215635329938708,0.13251438835562035,0.3942974150249516,0.05225008078223365
10196345,4104176,3100734,2100127,1100021,2,13,13.0,13,1.1002894691521328,1.9212856921174004,0.3668201573211622,0.30706574700854117,0.21069970304380103,0.06469866170962256
10196358,240040102,240040100,240040000,240000000,2,67,67.0,67,0.9964562311779472,1.7279730858042395,0.1134724258670377,0.10727118770522781,0.4768796724644014,0.05115544885773636
1019636,242030302,242030300,242030000,242000000,2,53,53.0,53,0.6526866647433541,0.5619300597297795,0.11537680717320012,0.10896966597838043,0.14785224888124796,0.01611141017474196
10196368,239030701,239030700,239030000,239000000,2,9,9.0,9,1.1913476157823404,0.4367019312072846,0.8575522495582052,0.5758008537893018,0.1802187351402758,0.10377010156259886
10196368,239020508,239020500,239020000,239000000,5,32,8.0,1,0.859189213934185,0.43690648295287093,0.22451479788144554,0.20109624547059535,0.2547306780235203,0.051225382956709024
10196388,235040102,235040100,235040000,235000000,2,3,3.0,3,1.029699891402823,0.4160285120123445,1.5574405276513719,0.7893254024578936,0.1558574349985393,0.12302223260627702
10196388,243020602,243020600,243020000,243000000,3,17,17.0,17,0.715411109723045,0.4887882726032331,0.3921294099708905,0.3243833232313479,0.22290083044070477,0.072305312129383
